host,ip,port,protocol,title,domain,country,city,link,org
180.167.62.251:3478,180.167.62.251,3478,stun,,,CN,Shanghai,,China Telecom Group
58.48.43.178:3478,58.48.43.178,3478,stun,,,CN,Wuhan,,Chinanet
223.99.9.154:3478,223.99.9.154,3478,stun,,,CN,Beijing,,Shandong Mobile Communication Company Limited
180.169.96.38:3478,180.169.96.38,3478,stun,,,CN,Beijing,,China Telecom Group
219.154.202.29:3478,219.154.202.29,3478,stun,,,CN,Xuchang,,CHINA UNICOM China169 Backbone
118.112.110.20:3478,118.112.110.20,3478,stun,,,CN,Chengdu,,Chinanet
112.115.104.42:3478,112.115.104.42,3478,stun,,,CN,Kunming,,Chinanet
222.177.27.178:3478,222.177.27.178,3478,stun,,,CN,Chongqing,,Chinanet
58.135.200.220:3478,58.135.200.220,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
36.26.37.186:3478,36.26.37.186,3478,stun,,,CN,Hangzhou,,Chinanet
221.224.155.72:3478,221.224.155.72,3478,stun,,,CN,Suzhou,,Chinanet
1.12.247.188:3478,1.12.247.188,3478,stun,,,CN,Guangzhou,,Shenzhen Tencent Computer Systems Company Limited
220.165.250.228:3478,220.165.250.228,3478,stun,,,CN,Kunming,,Chinanet
183.196.131.162:3478,183.196.131.162,3478,stun,,,CN,Beijing,,Hebei Mobile Communication Company Limited
113.98.246.184:3478,113.98.246.184,3478,stun,,,CN,Shenzhen,,Chinanet
218.87.163.230:3478,218.87.163.230,3478,stun,,,CN,Ji'an,,Chinanet
223.75.226.31:3478,223.75.226.31,3478,stun,,,CN,Beijing,,"China Mobile Communications Group Co., Ltd."
36.110.48.203:3478,36.110.48.203,3478,stun,,,CN,Hangzhou,,China Networks Inter-Exchange
139.159.193.52:3478,139.159.193.52,3478,stun,,,CN,Guangzhou,,Huawei Cloud Service data center
218.205.185.54:3478,218.205.185.54,3478,stun,,,CN,Beijing,,China Mobile Communicaitons Corporation
123.114.233.142:3478,123.114.233.142,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
171.223.110.84:3478,171.223.110.84,3478,stun,,,CN,Chengdu,,Chinanet
1.193.21.149:3478,1.193.21.149,3478,stun,,,CN,Zhengzhou,,Chinanet
122.70.156.10:3478,122.70.156.10,3478,stun,,,CN,Beijing,,China TieTong Telecommunications Corporation
1.119.131.142:3478,1.119.131.142,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
60.13.241.15:3478,60.13.241.15,3478,stun,,,CN,Kuytun,,CHINA UNICOM China169 Backbone
211.136.181.58:3478,211.136.181.58,3478,stun,,,CN,Shanghai,,"Shanghai Mobile Communications Co.,Ltd."
58.222.185.218:3478,58.222.185.218,3478,stun,,,CN,Taizhou,,Chinanet
219.141.75.60:3478,219.141.75.60,3478,stun,,,CN,Anshun,,Chinanet
123.145.176.53:3478,123.145.176.53,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
222.209.216.113:3478,222.209.216.113,3478,stun,,,CN,Chengdu,,Chinanet
60.31.218.251:3478,60.31.218.251,3478,stun,,,CN,Hohhot,,CHINA UNICOM China169 Backbone
223.70.188.157:3478,223.70.188.157,3478,stun,,,CN,Beijing,,China Mobile Communicaitons Corporation
117.190.84.30:3478,117.190.84.30,3478,stun,,,CN,Changji,,"China Mobile Communications Group Co., Ltd."
222.221.75.15:3478,222.221.75.15,3478,stun,,,CN,Dali,,Chinanet
122.224.228.46:3478,122.224.228.46,3478,stun,,,CN,Hangzhou,,Chinanet
182.150.39.177:3478,182.150.39.177,3478,stun,,,CN,Chengdu,,Chinanet
111.16.49.77:3478,111.16.49.77,3478,stun,,,CN,Linyi,,Shandong Mobile Communication Company Limited
218.97.242.105:3478,218.97.242.105,3478,stun,,,CN,Beijing,,"IDC, China Telecommunications Corporation"
220.169.157.60:3478,220.169.157.60,3478,stun,,,CN,Yueyang,,Chinanet
14.117.29.148:3478,14.117.29.148,3478,stun,,,CN,Zhuhai,,CHINANET Guangdong province Yuedong MAN network
218.58.74.47:3478,218.58.74.47,3478,stun,,,CN,Qingdao,,CHINA UNICOM China169 Backbone
222.140.21.18:3478,222.140.21.18,3478,stun,,,CN,Xuchang,,CHINA UNICOM China169 Backbone
111.26.211.18:3478,111.26.211.18,3478,stun,,,CN,Baishan,,China Mobile Group JiLin communications corporation
117.190.237.121:3478,117.190.237.121,3478,stun,,,CN,Changji,,"China Mobile Communications Group Co., Ltd."
111.9.217.111:3478,111.9.217.111,3478,stun,,,CN,Yibin,,"China Mobile Communications Group Co., Ltd."
111.205.47.201:3478,111.205.47.201,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
60.2.107.26:3478,60.2.107.26,3478,stun,,,CN,Tangshan,,CHINA UNICOM China169 Backbone
116.6.135.38:3478,116.6.135.38,3478,stun,,,CN,Dongguan,,China Telecom Next Generation Carrier Network
171.15.198.95:3478,171.15.198.95,3478,stun,,,CN,Zhengzhou,,Chinanet
111.43.12.132:3478,111.43.12.132,3478,stun,,,CN,Daqing,,HeiLongJiang Mobile Communication Company Limited
218.64.77.235:3478,218.64.77.235,3478,stun,,,CN,Nanchang,,Chinanet
27.15.78.178:3478,27.15.78.178,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
113.109.248.50:3478,113.109.248.50,3478,stun,,,CN,Guangzhou,,Chinanet
103.121.54.151:3478,103.121.54.151,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
110.167.171.11:3478,110.167.171.11,3478,stun,,,CN,Xining,,Qinghai Telecom
140.143.162.240:3478,140.143.162.240,3478,stun,,,CN,Beijing,,Shenzhen Tencent Computer Systems Company Limited
218.70.38.45:3478,218.70.38.45,3478,stun,,,CN,Chongqing,,Chinanet
61.189.177.195:3478,61.189.177.195,3478,stun,,,CN,Guiyang,,Chinanet
221.179.237.7:3478,221.179.237.7,3478,stun,,,CN,Haikou,,"China Mobile Communications Group Co., Ltd."
221.2.233.116:3478,221.2.233.116,3478,stun,,,CN,Dongying,,CHINA UNICOM China169 Backbone
61.232.0.149:3478,61.232.0.149,3478,stun,,,CN,Hangzhou,,China TieTong Telecommunications Corporation
202.104.142.46:3478,202.104.142.46,3478,stun,,,CN,Guangzhou,,Chinanet
60.29.82.99:3478,60.29.82.99,3478,stun,,,CN,Tianjin,,CHINA UNICOM China169 Backbone
124.207.251.89:3478,124.207.251.89,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
223.151.53.130:3478,223.151.53.130,3478,stun,,,CN,Changde,,Chinanet
124.225.114.42:3478,124.225.114.42,3478,stun,,,CN,Haikou,,Chinanet
123.232.111.186:3478,123.232.111.186,3478,stun,,,CN,Jinan,,CHINA UNICOM China169 Backbone
218.89.67.169:3478,218.89.67.169,3478,stun,,,CN,Yibin,,Chinanet
60.31.249.189:3478,60.31.249.189,3478,stun,,,CN,Baotou,,CHINA UNICOM China169 Backbone
123.173.79.195:3478,123.173.79.195,3478,stun,,,CN,Changchun,,Chinanet
221.13.145.74:3478,221.13.145.74,3478,stun,,,CN,Luoyang,,CHINA UNICOM China169 Backbone
59.44.218.162:3478,59.44.218.162,3478,stun,,,CN,Shenyang,,Chinanet
123.173.79.207:3478,123.173.79.207,3478,stun,,,CN,Changchun,,Chinanet
219.133.105.164:3478,219.133.105.164,3478,stun,,,CN,Shenzhen,,Chinanet
58.18.32.179:3478,58.18.32.179,3478,stun,,,CN,Baotou,,CHINA UNICOM China169 Backbone
171.80.12.212:3478,171.80.12.212,3478,stun,,,CN,Xiangyang,,China Telecom
123.168.22.100:3478,123.168.22.100,3478,stun,,,CN,Jining,,China Telecom Next Generation Carrier Network
218.84.110.51:3478,218.84.110.51,3478,stun,,,CN,Changji,,Chinanet
58.18.115.154:3478,58.18.115.154,3478,stun,,,CN,Baotou,,CHINA UNICOM China169 Backbone
124.17.81.209:3478,124.17.81.209,3478,stun,,,CN,Beijing,,Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS
110.249.227.185:3478,110.249.227.185,3478,stun,,,CN,Shijiazhuang,,CHINA UNICOM China169 Backbone
210.42.42.154:3478,210.42.42.154,3478,stun,,,CN,Beijing,,China Education and Research Network Center
111.207.16.227:3478,111.207.16.227,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
180.167.139.68:3478,180.167.139.68,3478,stun,,,CN,Shanghai,,China Telecom Group
111.12.200.33:3478,111.12.200.33,3478,stun,,,CN,Xining,,"China Mobile Communications Group Co., Ltd."
111.56.27.189:3478,111.56.27.189,3478,stun,,,CN,Ordos,,"China Mobile Communications Group Co., Ltd."
117.158.113.219:3478,117.158.113.219,3478,stun,,,CN,Xuchang,,"Henan Mobile Communications Co.,Ltd"
58.18.64.122:3478,58.18.64.122,3478,stun,,,CN,Baotou,,CHINA UNICOM China169 Backbone
110.6.196.33:3478,110.6.196.33,3478,stun,,,CN,Baotou,,CHINA UNICOM China169 Backbone
111.53.211.2:3478,111.53.211.2,3478,stun,,,CN,Taiyuan,,China Mobile communications corporation
111.26.161.195:3478,111.26.161.195,3478,stun,,,CN,Yanji,,China Mobile Group JiLin communications corporation
218.77.100.156:3478,218.77.100.156,3478,stun,,,CN,Loudi,,Chinanet
103.118.52.134:3478,103.118.52.134,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
61.161.172.77:3478,61.161.172.77,3478,stun,,,CN,Shenyang,,CHINA UNICOM China169 Backbone
218.91.150.61:3478,218.91.150.61,3478,stun,,,CN,Gaoyou,,Chinanet
113.200.189.215:3478,113.200.189.215,3478,stun,,,CN,Xi'an,,CHINA UNICOM China169 Backbone
221.234.75.21:3478,221.234.75.21,3478,stun,,,CN,Enshi,,Chinanet
218.76.19.246:3478,218.76.19.246,3478,stun,,,CN,Changsha,,Chinanet
61.232.0.190:3478,61.232.0.190,3478,stun,,,CN,Hangzhou,,China TieTong Telecommunications Corporation
47.100.64.42:3478,47.100.64.42,3478,stun,,,CN,Shanghai,,"Hangzhou Alibaba Advertising Co.,Ltd."
218.75.214.22:3478,218.75.214.22,3478,stun,,,CN,Zhuzhou,,Chinanet
60.247.15.155:3478,60.247.15.155,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
113.205.229.235:3478,113.205.229.235,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
220.194.173.121:3478,220.194.173.121,3478,stun,,,CN,Yuncheng,,CHINA UNICOM China169 Backbone
123.232.111.187:3478,123.232.111.187,3478,stun,,,CN,Jinan,,CHINA UNICOM China169 Backbone
202.192.112.101:3478,202.192.112.101,3478,stun,,,CN,Beijing,,China Education and Research Network Center
111.205.90.28:3478,111.205.90.28,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
122.225.231.211:3478,122.225.231.211,3478,stun,,,CN,Hangzhou,,China Telecom Next Generation Carrier Network
123.232.19.26:3478,123.232.19.26,3478,stun,,,CN,Jinan,,CHINA UNICOM China169 Backbone
112.2.53.134:3478,112.2.53.134,3478,stun,,,CN,Yancheng,,China Mobile communications corporation
113.201.113.154:3478,113.201.113.154,3478,stun,,,CN,Baoji,,CHINA UNICOM China169 Backbone
123.120.108.171:3478,123.120.108.171,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
59.52.255.167:3478,59.52.255.167,3478,stun,,,CN,Nanchang,,Chinanet
112.247.29.59:3478,112.247.29.59,3478,stun,,,CN,Heze,,CHINA UNICOM China169 Backbone
111.33.26.211:3478,111.33.26.211,3478,stun,,,CN,Tianjin,,tianjin Mobile Communication Company Limited
123.130.226.165:3478,123.130.226.165,3478,stun,,,CN,Heze,,CHINA UNICOM China169 Backbone
27.151.72.98:3478,27.151.72.98,3478,stun,,,CN,Fuqing,,Chinanet
211.142.52.180:3478,211.142.52.180,3478,stun,,,CN,Yangquan,,China Mobile communications corporation
122.227.156.154:3478,122.227.156.154,3478,stun,,,CN,Ningbo,,Chinanet
113.109.248.86:3478,113.109.248.86,3478,stun,,,CN,Guangzhou,,Chinanet
113.102.35.124:3478,113.102.35.124,3478,stun,,,CN,Zhaoqing,,Chinanet
27.15.166.118:3478,27.15.166.118,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
210.76.2.162:3478,210.76.2.162,3478,stun,,,CN,Zhengzhou,,
218.13.22.19:3478,218.13.22.19,3478,stun,,,CN,Foshan,,Chinanet
123.232.4.180:3478,123.232.4.180,3478,stun,,,CN,Jinan,,CHINA UNICOM China169 Backbone
36.99.206.127:3478,36.99.206.127,3478,stun,,,CN,Hangzhou,,Chinanet
120.198.40.45:3478,120.198.40.45,3478,stun,,,CN,Shenzhen,,"China Mobile Communications Group Co., Ltd."
112.247.22.9:3478,112.247.22.9,3478,stun,,,CN,Heze,,CHINA UNICOM China169 Backbone
113.251.90.244:3478,113.251.90.244,3478,stun,,,CN,Chongqing,,Chinanet
113.251.90.223:3478,113.251.90.223,3478,stun,,,CN,Chongqing,,Chinanet
223.111.68.6:3478,223.111.68.6,3478,stun,,,CN,Nanjing,,China Mobile communications corporation
123.151.163.186:3478,123.151.163.186,3478,stun,,,CN,Tianjin,,ASN for TIANJIN Provincial Net of CT
101.230.193.230:3478,101.230.193.230,3478,stun,,,CN,Shanghai,,China Telecom Group
210.22.158.144:3478,210.22.158.144,3478,stun,,,CN,Shanghai,,China Unicom Shanghai network
122.224.244.131:3478,122.224.244.131,3478,stun,,,CN,Hangzhou,,Chinanet
49.235.170.155:3478,49.235.170.155,3478,stun,,,CN,Beijing,,Shenzhen Tencent Computer Systems Company Limited
122.224.244.133:3478,122.224.244.133,3478,stun,,,CN,Hangzhou,,Chinanet
222.133.89.132:3478,222.133.89.132,3478,stun,,,CN,Heze,,CHINA UNICOM China169 Backbone
123.121.14.202:3478,123.121.14.202,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
183.220.122.40:3478,183.220.122.40,3478,stun,,,CN,Chengdu,,"China Mobile Communications Group Co., Ltd."
120.253.77.11:3478,120.253.77.11,3478,stun,,,CN,Beijing,,"China Mobile Communications Group Co., Ltd."
61.157.144.75:3478,61.157.144.75,3478,stun,,,CN,Chengdu,,Chinanet
120.194.43.213:3478,120.194.43.213,3478,stun,,,CN,Luoyang,,"Henan Mobile Communications Co.,Ltd"
123.121.3.2:3478,123.121.3.2,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
58.51.99.36:3478,58.51.99.36,3478,stun,,,CN,Huanggang,,Chinanet
58.240.236.174:3478,58.240.236.174,3478,stun,,,CN,Suzhou,,CHINA UNICOM China169 Backbone
61.136.223.134:3478,61.136.223.134,3478,stun,,,CN,Yichang,,Chinanet
113.109.248.107:3478,113.109.248.107,3478,stun,,,CN,Guangzhou,,Chinanet
116.6.135.39:3478,116.6.135.39,3478,stun,,,CN,Dongguan,,China Telecom Next Generation Carrier Network
223.84.196.85:3478,223.84.196.85,3478,stun,,,CN,Ganzhou,,China Mobile communications corporation
27.15.42.50:3478,27.15.42.50,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
183.242.28.194:3478,183.242.28.194,3478,stun,,,CN,Beijing,,China Mobile Communicaitons Corporation
jrtoutiao.cn:3478,47.104.159.52,3478,stun,,jrtoutiao.cn,CN,Qingdao,,"Hangzhou Alibaba Advertising Co.,Ltd."
124.127.189.28:3478,124.127.189.28,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
120.236.159.100:3478,120.236.159.100,3478,stun,,,CN,Guangzhou,,"China Mobile Communications Group Co., Ltd."
123.53.39.229:3478,123.53.39.229,3478,stun,,,CN,Anyang,,Chinanet
27.13.168.21:3478,27.13.168.21,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
115.51.46.18:3478,115.51.46.18,3478,stun,,,CN,Xuchang,,CHINA UNICOM China169 Backbone
171.8.22.66:3478,171.8.22.66,3478,stun,,,CN,Zhengzhou,,Chinanet
171.8.22.92:3478,171.8.22.92,3478,stun,,,CN,Zhengzhou,,Chinanet
106.38.105.2:3478,106.38.105.2,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
36.7.113.215:3478,36.7.113.215,3478,stun,,,CN,Hefei,,Chinanet
111.227.34.114:3478,111.227.34.114,3478,stun,,,CN,Tangshan,,Chinanet
110.19.108.106:3478,110.19.108.106,3478,stun,,,CN,Baotou,,CHINA UNICOM China169 Backbone
218.22.14.75:3478,218.22.14.75,3478,stun,,,CN,Hefei,,Chinanet
117.135.202.19:3478,117.135.202.19,3478,stun,,,CN,Guiyang,,"China Mobile Communications Group Co., Ltd."
120.36.2.156:3478,120.36.2.156,3478,stun,,,CN,Fuzhou,,Chinanet
113.9.124.119:3478,113.9.124.119,3478,stun,,,CN,Harbin,,CHINA UNICOM China169 Backbone
111.9.49.203:3478,111.9.49.203,3478,stun,,,CN,Chengdu,,"China Mobile Communications Group Co., Ltd."
171.12.165.89:3478,171.12.165.89,3478,stun,,,CN,Luohe,,Chinanet
218.87.97.216:3478,218.87.97.216,3478,stun,,,CN,Xinyu,,Chinanet
111.42.62.247:3478,111.42.62.247,3478,stun,,,CN,Hegang,,HeiLongJiang Mobile Communication Company Limited
113.109.248.118:3478,113.109.248.118,3478,stun,,,CN,Guangzhou,,Chinanet
101.27.192.136:3478,101.27.192.136,3478,stun,,,CN,Baoding,,CHINA UNICOM China169 Backbone
114.242.182.46:3478,114.242.182.46,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
183.237.106.186:3478,183.237.106.186,3478,stun,,,CN,Meizhou,,China Mobile communications corporation
183.162.245.208:3478,183.162.245.208,3478,stun,,,CN,Chuzhou,,Chinanet
113.9.184.229:3478,113.9.184.229,3478,stun,,,CN,Harbin,,CHINA UNICOM China169 Backbone
120.77.55.79:3478,120.77.55.79,3478,stun,,,CN,Hangzhou,,"Hangzhou Alibaba Advertising Co.,Ltd."
223.197.198.193:3478,223.197.198.193,3478,stun,,,CN,Hong Kong,,HKT Limited
125.88.8.35:3478,125.88.8.35,3478,stun,,,CN,Guangzhou,,Chinanet
125.88.8.34:3478,125.88.8.34,3478,stun,,,CN,Guangzhou,,Chinanet
123.114.233.78:3478,123.114.233.78,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
117.133.50.15:3478,117.133.50.15,3478,stun,,,CN,Beijing,,China Mobile Communicaitons Corporation
220.196.65.99:3478,220.196.65.99,3478,stun,,,CN,Shanghai,,China Unicom Shanghai network
202.38.28.25:3478,202.38.28.25,3478,stun,,,CN,Hong Kong,,"Trade and Industry Department, the Government of the Hong Kong Special Administrative Region"
139.227.17.163:3478,139.227.17.163,3478,stun,,,CN,Shanghai,,China Unicom Shanghai network
111.50.62.98:3478,111.50.62.98,3478,stun,,,CN,Yinchuan,,"China Mobile Communications Group Co., Ltd."
111.53.189.189:3478,111.53.189.189,3478,stun,,,CN,Jincheng,,China Mobile communications corporation
111.22.229.131:3478,111.22.229.131,3478,stun,,,CN,Huaihua,,China Mobile communications corporation
113.9.184.42:3478,113.9.184.42,3478,stun,,,CN,Harbin,,CHINA UNICOM China169 Backbone
220.178.80.43:3478,220.178.80.43,3478,stun,,,CN,Hefei,,Chinanet
218.23.254.102:3478,218.23.254.102,3478,stun,,,CN,Anqing,,Chinanet
202.104.114.215:3478,202.104.114.215,3478,stun,,,CN,Guangzhou,,Chinanet
124.192.34.151:3478,124.192.34.151,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
124.235.163.60:3478,124.235.163.60,3478,stun,,,CN,Changchun,,Chinanet
220.163.128.13:3478,220.163.128.13,3478,stun,,,CN,Beijing,,Chinanet
219.139.241.233:3478,219.139.241.233,3478,stun,,,CN,Wuhan,,Chinanet
222.179.43.91:3478,222.179.43.91,3478,stun,,,CN,Chongqing,,Chinanet
27.13.172.247:3478,27.13.172.247,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
39.129.48.166:3478,39.129.48.166,3478,stun,,,CN,Dali,,"China Mobile Communications Group Co., Ltd."
112.45.106.3:3478,112.45.106.3,3478,stun,,,CN,Chengdu,,"China Mobile Communications Group Co., Ltd."
222.160.80.136:3478,222.160.80.136,3478,stun,,,CN,Songyuan,,CHINA UNICOM China169 Backbone
111.30.30.34:3478,111.30.30.34,3478,stun,,,CN,Tianjin,,tianjin Mobile Communication Company Limited
123.127.16.224:3478,123.127.16.224,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
58.46.64.43:3478,58.46.64.43,3478,stun,,,CN,Loudi,,Chinanet
58.248.40.146:3478,58.248.40.146,3478,stun,,,CN,Guangzhou,,China Unicom Guangzhou network
112.45.106.93:3478,112.45.106.93,3478,stun,,,CN,Chengdu,,"China Mobile Communications Group Co., Ltd."
121.15.0.114:3478,121.15.0.114,3478,stun,,,CN,Shenzhen,,Chinanet
113.88.67.0:3478,113.88.67.0,3478,stun,,,CN,Shenzhen,,Chinanet
117.159.248.197:3478,117.159.248.197,3478,stun,,,CN,Zhumadian,,"Henan Mobile Communications Co.,Ltd"
125.88.8.38:3478,125.88.8.38,3478,stun,,,CN,Guangzhou,,Chinanet
223.197.198.195:3478,223.197.198.195,3478,stun,,,CN,Hong Kong,,HKT Limited
116.6.135.36:3478,116.6.135.36,3478,stun,,,CN,Dongguan,,China Telecom Next Generation Carrier Network
103.213.163.105:3478,103.213.163.105,3478,stun,,,CN,Beijing,,Beijing WangJu Interworking Information Technology Co. LTD
58.49.97.211:3478,58.49.97.211,3478,stun,,,CN,Wuhan,,Chinanet
220.160.203.74:3478,220.160.203.74,3478,stun,,,CN,Nanping,,Chinanet
122.141.3.217:3478,122.141.3.217,3478,stun,,,CN,Songyuan,,CHINA UNICOM China169 Backbone
58.221.163.86:3478,58.221.163.86,3478,stun,,,CN,Nantong,,Chinanet
58.38.39.57:3478,58.38.39.57,3478,stun,,,CN,Shanghai,,China Telecom Group
nextcloud.matri.xin:3478,47.93.233.100,3478,stun,,matri.xin,CN,Hangzhou,,"Hangzhou Alibaba Advertising Co.,Ltd."
202.103.255.2:3478,202.103.255.2,3478,stun,,,CN,Nanning,,Chinanet
218.18.103.82:3478,218.18.103.82,3478,stun,,,CN,Shenzhen,,Chinanet
36.131.215.50:3478,36.131.215.50,3478,stun,,,CN,Beijing,,"China Mobile Communications Group Co., Ltd."
123.55.211.84:3478,123.55.211.84,3478,stun,,,CN,Zhoukou,,Chinanet
222.249.76.10:3478,222.249.76.10,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
171.124.165.118:3478,171.124.165.118,3478,stun,,,CN,Taiyuan,,CHINA UNICOM China169 Backbone
171.12.167.237:3478,171.12.167.237,3478,stun,,,CN,Luohe,,Chinanet
171.124.14.54:3478,171.124.14.54,3478,stun,,,CN,Taiyuan,,CHINA UNICOM China169 Backbone
221.214.38.202:3478,221.214.38.202,3478,stun,,,CN,Jinan,,CHINA UNICOM China169 Backbone
125.88.8.36:3478,125.88.8.36,3478,stun,,,CN,Guangzhou,,Chinanet
113.88.67.32:3478,113.88.67.32,3478,stun,,,CN,Shenzhen,,Chinanet
114.247.232.244:3478,114.247.232.244,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
123.55.208.245:3478,123.55.208.245,3478,stun,,,CN,Zhoukou,,Chinanet
218.23.63.38:3478,218.23.63.38,3478,stun,,,CN,Tongling,,Chinanet
111.225.100.80:3478,111.225.100.80,3478,stun,,,CN,Baoding,,Chinanet
115.63.97.221:3478,115.63.97.221,3478,stun,,,CN,Zhoukou,,CHINA UNICOM China169 Backbone
103.44.236.121:3478,103.44.236.121,3478,stun,,,CN,Shenzhen,,China Telecom Group
180.169.100.158:3478,180.169.100.158,3478,stun,,,CN,Shanghai,,China Telecom Group
110.230.210.236:3478,110.230.210.236,3478,stun,,,CN,Baoding,,CHINA UNICOM China169 Backbone
117.40.153.169:3478,117.40.153.169,3478,stun,,,CN,Nanchang,,Chinanet
60.13.241.73:3478,60.13.241.73,3478,stun,,,CN,Changji,,CHINA UNICOM China169 Backbone
111.225.100.83:3478,111.225.100.83,3478,stun,,,CN,Baoding,,Chinanet
101.91.108.6:3478,101.91.108.6,3478,stun,,,CN,Shanghai,,China Telecom Group
61.178.110.83:3478,61.178.110.83,3478,stun,,,CN,Lanzhou,,Chinanet
59.34.58.30:3478,59.34.58.30,3478,stun,,,CN,Zhaoqing,,Chinanet
221.10.42.108:3478,221.10.42.108,3478,stun,,,CN,Barkam,,CHINA UNICOM China169 Backbone
218.95.5.204:3478,218.95.5.204,3478,stun,,,CN,Nanchang,,Chinanet
60.161.222.152:3478,60.161.222.152,3478,stun,,,CN,Lijiang,,Chinanet
180.124.135.91:3478,180.124.135.91,3478,stun,,,CN,Xuzhou,,Chinanet
180.124.135.103:3478,180.124.135.103,3478,stun,,,CN,Xuzhou,,Chinanet
180.124.135.66:3478,180.124.135.66,3478,stun,,,CN,Xuzhou,,Chinanet
117.78.17.186:3478,117.78.17.186,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
49.4.25.143:3478,49.4.25.143,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
180.123.91.206:3478,180.123.91.206,3478,stun,,,CN,Xuzhou,,Chinanet
112.14.44.146:3478,112.14.44.146,3478,stun,,,CN,Wenzhou,,China Mobile communications corporation
43.254.1.14:3478,43.254.1.14,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
8.130.29.26:3478,8.130.29.26,3478,stun,,,CN,Beijing,,"Hangzhou Alibaba Advertising Co.,Ltd."
202.111.196.15:3478,202.111.196.15,3478,stun,,,CN,Hefei,,China Telecom Next Generation Carrier Network
60.173.151.67:3478,60.173.151.67,3478,stun,,,CN,Lu'an,,Chinanet
59.40.118.165:3478,59.40.118.165,3478,stun,,,CN,Shenzhen,,Chinanet
117.177.251.86:3478,117.177.251.86,3478,stun,,,CN,Chengdu,,The Internet Data Center of Sichuan Mobile Communication Company Limited
221.224.33.251:3478,221.224.33.251,3478,stun,,,CN,Suzhou,,Chinanet
58.119.10.11:3478,58.119.10.11,3478,stun,,,CN,Beijing,,China Networks Inter-Exchange
120.40.39.65:3478,120.40.39.65,3478,stun,,,CN,Fuqing,,Chinanet
42.48.59.48:3478,42.48.59.48,3478,stun,,,CN,Changsha,,CHINA UNICOM China169 Backbone
222.129.47.7:3478,222.129.47.7,3478,stun,,,CN,Beijing,,China Unicom Beijing Province Network
221.181.178.5:3478,221.181.178.5,3478,stun,,,CN,Changji,,China Mobile communications corporation
183.234.218.68:3478,183.234.218.68,3478,stun,,,CN,Dongguan,,"China Mobile Communications Group Co., Ltd."
202.114.96.241:3478,202.114.96.241,3478,stun,,,CN,Beijing,,China Education and Research Network Center
45.119.62.201:3478,45.119.62.201,3478,stun,,,CN,Xiamen,,Fuzhou
59.39.180.54:3478,59.39.180.54,3478,stun,,,CN,Dongguan,,Chinanet
221.226.28.72:3478,221.226.28.72,3478,stun,,,CN,Nanjing,,Chinanet
117.78.42.12:3478,117.78.42.12,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
113.109.248.56:3478,113.109.248.56,3478,stun,,,CN,Guangzhou,,Chinanet
183.134.216.88:3478,183.134.216.88,3478,stun,,,CN,Hangzhou,,Chinanet
113.116.72.178:3478,113.116.72.178,3478,stun,,,CN,Shenzhen,,Chinanet
27.12.99.135:3478,27.12.99.135,3478,stun,,,CN,Chongqing,,CHINA UNICOM China169 Backbone
49.4.50.54:3478,49.4.50.54,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
14.117.217.196:3478,14.117.217.196,3478,stun,,,CN,Jiangmen,,Chinanet
116.205.32.15:3478,116.205.32.15,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
125.93.76.51:3478,125.93.76.51,3478,stun,,,CN,Dongguan,,Chinanet
49.4.25.137:3478,49.4.25.137,3478,stun,,,CN,Beijing,,Huawei Cloud Service data center
